labels	texts
0	rt tag breaking interfax says nearly 600 digits people injured falling meteor russia according to bw
0	rt tag breaking fire department multiple hour nyc passenger train derailment severity unclear link .
0	rt tag multiple injuries new york city train derailment rt tag link
0	colorado wild hops road firefighters thursday made progress massive bushfirefire digits miles west .
0	rt tagga fragments slam russia digits people hurt link
0	maringtabagat ; unang baitang na po papsok , bahay dipin ang tubig pahipahingarinpagmaytime
0	bodies tag eight people confirmed the glasgow helicopter crash link
0	digits dead philippines quake death toll magnitude 23 digits earthquake deng philippines ro link
0	el ve el rostro de los nino de san cristobal cucho avemarcos donde fallecieron digits miembross de una familia via .
0	2017 and new update boston marathon explosion least digits dead digits robbed prayforboston
0	ndrrmc latest report pabloph digits missing digits odd digits missing
0	least digits being died digits are metro north passenger trains derailed new york city link
0	1983 bangladesh collapse digits link
0	rts breaking lapd says several shot lax airport
0	rt tagma descarrilo tren santiago santiago de compostela . hay heridos muertos link
0	rt tag numero de feridos de queda de dormito nala ja passa de la link мееоритт urales chelyabinsk
0	rt tag gunman kills tsa , lax terminal nbc digits link ;
0	rt tag one die all digits people killed explosion venezuela largest oil company link
0	rt tag joe cusker digits n digits th person dead following police helicopter crash glasgow clutha pub labelled tag
0	rt tag rt tag least digits months † train derailment spokeswoman high court says tag link
0	rt . least 6 people killed train derail in spain link correctss spelling link
0	rt tag tragedia digits fallecidos mas 630 digits desaparecidos dejarimo de guatemala link
0	tag video rescue effort helicopter crash emergency teams ladder survivors pub tag
0	uncon everyone lax dead horde gun toting zombies seen milling near court unconfirmedfirmed waiting presser
0	a helicopter crash packed glasgow pub killing least digits marian smith elisha fieldstadt .
0	rt tag digits digits people remain unaccounted tbflood details tag digits digits link upwith digits news
0	thousands evacuated canada floods – pictures widespread flooding southern alberta caused torrent link
0	two dead several structures destroyed colo flooding hundreds university / and students link
0	rt tag digits : dead bodies building collapse pope slams slave labour link ht
0	link grisly race over philippines typhoon dead link
0	may mangnganak digits malinis st riverside subd brgy sto la cainta rizal cup maranang daph fort tag
0	multiple digits kill digits unaccountdd a floodwatr inundates colorado river flooding neighbors park thinking
0	rt tag breaking nipple police say death toll garment factory workers topped digits
0	italian emergency services search victims sardinia floods leave digits dead link
0	rt tag men digits muertososos digits herido por un automoto de digits digits grados en guatemala caffess autoridades invierten . http
0	un tag lac megantic digits mort selon un nouveau bilant un ton de wagons citerness transportant du petrol link
0	rt tag sky literally falling russia incredible water shower injures on urals russianmeteor link
0	33 people killed glasgow helicopter to hear paul walker paul walker paul walker
0	help uerm hospital brownout ampstoru patients generator generators die ill almost digits rd slr hospital rescueph
0	suspect lax attack identified tsa agent diester creek enquirer return free patriots
0	queensland flood also deepens death toll - three australian link
0	nuevo tag digits mort digits futur destruidososos en familias complecao partido digits pachos me se tornaremm realidade santamaria
0	rt tag least digits dead digits injured in high speed train crash spain ;
0	rt tag driver suspected causing the deadliest air disaster digits years refuses answer police questions link
0	rt tag love singapore rt tag tag provo miss earth singapore haze since warrior …
0	1970 building collapse shattered lives victims families bangladesh speak loss link
0	digits dead magnitude digits digits earthquake hits philippines link
0	another are stated owners place safety first revenue brazil nightclub fire likely two digits link
0	lac megantic vigils toll rises link
0	rt tag meteor crashed russia resulted in digits people screaming prayforrussia link
0	“ tagmit toll bangladesh bridge building collapse remains digits recovery continues digits news ” horrendous
0	rt tag digits - bangladesh factory mine rescue workers freed woman trapped rubble link
0	dr masters says midwest cleans digits for severe weather provide floods kill digits sardinia link
0	rt tagg sismo de digits digits ara guatemala habria crusa victimas fatal segun reportan medios localeses cantandodo fuentes oficiales link
0	rt tag update least 1 people died fire kiss nightclub santamaria brazil ;
0	rt tag [UNK] 人 か [UNK] それて [UNK] まっようたた 。 rt tag suspect plot shot police custody source says link
0	rt tag see animals pets need rescue bays contact peta call sign digits h rph floodmnl pls rt
0	rt taglines confirm final number fatalities friday night helicopter search clutha vaults , nine people
0	golden tag news thom hartmann many digits people may dead result fertilizer plant explosion link
0	procession tag omfg xhaze link
0	tag philippines typhoon to tag unburied children elderly people living near field digits including bodi tag
0	travolta gtl ’ alluvione sardegna de ostrova foi padroni link attualita
0	terremoto de dignitud digits digits en italia deja al men digits muertosos cuatro desaparecidos .
0	digits people still missing wallace megantic link
0	. tagavendante del core digits benedict que digits de las 空 fallecidass en amuay son militares que laboraban en el destacamentoo digits
0	rti fallece al menos nueve personas que descarrilar un trenn en santiago de compostela link
0	us details of this shooter beginning emerge charged murdering federal officer paul anthon link
0	hit tag ndrrmc for death toll digits link pabloph
0	breaking news report toll bangladesh building crossed digits link
0	number tag maringph updates digits digits digits digits persons . ang apektado sa kor according sa dswdren august digits
0	“ tag boston marathon runner returns home texas witness plant explosion link in unbelievable
0	trolley tag four dead ship metro north train derailment digits injured link
0	texas rescue op hampered strong winds death toll remains unknown . live updates from westtx
0	rt tagline news digits persons rescuedynlon qc rescueph
0	rt tag digits digits evacuated digits buildings destroyed digits residents missing fiery train crash country railway link
0	rtr asciende digits la cifra de muertos por pueblo en itineria de amuay link
0	rt tag se derrumba edificio en bangladesh hay al patrol digits muertosos full link
